kom,alder,tid,ledige
1142 Rennesøy (-2019),15-74 år,2002M05,1.3
1142 Rennesøy (-2019),15-74 år,2002M06,1.4
1142 Rennesøy (-2019),15-74 år,2002M07,1.8
1142 Rennesøy (-2019),15-74 år,2002M08,1.6
1142 Rennesøy (-2019),15-74 år,2002M09,1.5
1142 Rennesøy (-2019),15-74 år,2002M10,1.6
1142 Rennesøy (-2019),15-74 år,2002M11,1.6
1142 Rennesøy (-2019),15-74 år,2002M12,1.6
1142 Rennesøy (-2019),15-29 år,1999M01,1.5
1142 Rennesøy (-2019),15-29 år,1999M02,0.6
1142 Rennesøy (-2019),15-29 år,1999M03,1.1
1142 Rennesøy (-2019),15-29 år,1999M04,1.1
1142 Rennesøy (-2019),15-29 år,1999M05,0.9
1142 Rennesøy (-2019),15-29 år,1999M06,0.4
1142 Rennesøy (-2019),15-29 år,1999M07,2.4
1142 Rennesøy (-2019),15-29 år,1999M08,2.2
1142 Rennesøy (-2019),15-29 år,1999M09,1.1
1142 Rennesøy (-2019),15-29 år,1999M10,1.1
1142 Rennesøy (-2019),15-29 år,1999M11,1.3
1142 Rennesøy (-2019),15-29 år,1999M12,1.3
1142 Rennesøy (-2019),15-29 år,2000M01,2.7
1142 Rennesøy (-2019),15-29 år,2000M02,1.7
1142 Rennesøy (-2019),15-29 år,2000M03,2.1
1142 Rennesøy (-2019),15-29 år,2000M04,2.9
1142 Rennesøy (-2019),15-29 år,2000M05,2.1
1142 Rennesøy (-2019),15-29 år,2000M06,3.1
1142 Rennesøy (-2019),15-29 år,2000M07,1.7
1142 Rennesøy (-2019),15-29 år,2000M08,2.3
1142 Rennesøy (-2019),15-29 år,2000M09,1.5
1142 Rennesøy (-2019),15-29 år,2000M10,1.5
1142 Rennesøy (-2019),15-29 år,2000M11,1.9
1142 Rennesøy (-2019),15-29 år,2000M12,2.7
1142 Rennesøy (-2019),15-29 år,2001M01,2.6
1142 Rennesøy (-2019),15-29 år,2001M02,3.4
1142 Rennesøy (-2019),15-29 år,2001M03,2.4
1142 Rennesøy (-2019),15-29 år,2001M04,1.7
1142 Rennesøy (-2019),15-29 år,2001M05,1.5
1142 Rennesøy (-2019),15-29 år,2001M06,1.1
1142 Rennesøy (-2019),15-29 år,2001M07,1.9
1142 Rennesøy (-2019),15-29 år,2001M08,1.7
1142 Rennesøy (-2019),15-29 år,2001M09,2.4
1142 Rennesøy (-2019),15-29 år,2001M10,2.8
1142 Rennesøy (-2019),15-29 år,2001M11,3.4
1142 Rennesøy (-2019),15-29 år,2001M12,2.6
1142 Rennesøy (-2019),15-29 år,2002M01,4.6
1142 Rennesøy (-2019),15-29 år,2002M02,4.6
1142 Rennesøy (-2019),15-29 år,2002M03,3.3
1142 Rennesøy (-2019),15-29 år,2002M04,2.8
1142 Rennesøy (-2019),15-29 år,2002M05,1.7
1142 Rennesøy (-2019),15-29 år,2002M06,2
1142 Rennesøy (-2019),15-29 år,2002M07,3.3
1142 Rennesøy (-2019),15-29 år,2002M08,1.7
1142 Rennesøy (-2019),15-29 år,2002M09,1.1
1142 Rennesøy (-2019),15-29 år,2002M10,0.4
1142 Rennesøy (-2019),15-29 år,2002M11,1.1
1142 Rennesøy (-2019),15-29 år,2002M12,1.1
1142 Rennesøy (-2019),30-74 år,1999M01,1.1
1142 Rennesøy (-2019),30-74 år,1999M02,1.1
1142 Rennesøy (-2019),30-74 år,1999M03,1.2
1142 Rennesøy (-2019),30-74 år,1999M04,1.3
1142 Rennesøy (-2019),30-74 år,1999M05,0.7
1142 Rennesøy (-2019),30-74 år,1999M06,0.8
1142 Rennesøy (-2019),30-74 år,1999M07,0.7
1142 Rennesøy (-2019),30-74 år,1999M08,1
1142 Rennesøy (-2019),30-74 år,1999M09,0.9
1142 Rennesøy (-2019),30-74 år,1999M10,0.7
1142 Rennesøy (-2019),30-74 år,1999M11,1.1
1142 Rennesøy (-2019),30-74 år,1999M12,1
1142 Rennesøy (-2019),30-74 år,2000M01,1.3
1142 Rennesøy (-2019),30-74 år,2000M02,0.9
1142 Rennesøy (-2019),30-74 år,2000M03,0.9
1142 Rennesøy (-2019),30-74 år,2000M04,1.4
1142 Rennesøy (-2019),30-74 år,2000M05,1.1
1142 Rennesøy (-2019),30-74 år,2000M06,1.2
1142 Rennesøy (-2019),30-74 år,2000M07,1.2
1142 Rennesøy (-2019),30-74 år,2000M08,1
1142 Rennesøy (-2019),30-74 år,2000M09,1.2
1142 Rennesøy (-2019),30-74 år,2000M10,1.9
1142 Rennesøy (-2019),30-74 år,2000M11,1.4
1142 Rennesøy (-2019),30-74 år,2000M12,1.9
1142 Rennesøy (-2019),30-74 år,2001M01,1.5
1142 Rennesøy (-2019),30-74 år,2001M02,0.9
1142 Rennesøy (-2019),30-74 år,2001M03,1.1
1142 Rennesøy (-2019),30-74 år,2001M04,1.1
1142 Rennesøy (-2019),30-74 år,2001M05,0.8
1142 Rennesøy (-2019),30-74 år,2001M06,0.7
1142 Rennesøy (-2019),30-74 år,2001M07,1
1142 Rennesøy (-2019),30-74 år,2001M08,1.1
1142 Rennesøy (-2019),30-74 år,2001M09,1
1142 Rennesøy (-2019),30-74 år,2001M10,1.1
1142 Rennesøy (-2019),30-74 år,2001M11,1.4
1142 Rennesøy (-2019),30-74 år,2001M12,2
1142 Rennesøy (-2019),30-74 år,2002M01,2.1
1142 Rennesøy (-2019),30-74 år,2002M02,2
1142 Rennesøy (-2019),30-74 år,2002M03,1.7
1142 Rennesøy (-2019),30-74 år,2002M04,1.2
1142 Rennesøy (-2019),30-74 år,2002M05,1.2
1142 Rennesøy (-2019),30-74 år,2002M06,1.3
1142 Rennesøy (-2019),30-74 år,2002M07,1.3
1142 Rennesøy (-2019),30-74 år,2002M08,1.6
1142 Rennesøy (-2019),30-74 år,2002M09,1.6
1142 Rennesøy (-2019),30-74 år,2002M10,2
1142 Rennesøy (-2019),30-74 år,2002M11,1.8
1142 Rennesøy (-2019),30-74 år,2002M12,1.8
1144 Kvitsøy,15-74 år,1999M01,1.5
1144 Kvitsøy,15-74 år,1999M02,0.4
1144 Kvitsøy,15-74 år,1999M03,1.5
1144 Kvitsøy,15-74 år,1999M04,1.5
1144 Kvitsøy,15-74 år,1999M05,0.8
1144 Kvitsøy,15-74 år,1999M06,1.1
1144 Kvitsøy,15-74 år,1999M07,1.1
1144 Kvitsøy,15-74 år,1999M08,2.6
1144 Kvitsøy,15-74 år,1999M09,2.3
1144 Kvitsøy,15-74 år,1999M10,1.9
1144 Kvitsøy,15-74 år,1999M11,1.5
1144 Kvitsøy,15-74 år,1999M12,2.6
1144 Kvitsøy,15-74 år,2000M01,2
1144 Kvitsøy,15-74 år,2000M02,2
1144 Kvitsøy,15-74 år,2000M03,2.4
1144 Kvitsøy,15-74 år,2000M04,2.4
1144 Kvitsøy,15-74 år,2000M05,2
1144 Kvitsøy,15-74 år,2000M06,2
1144 Kvitsøy,15-74 år,2000M07,1.2
1144 Kvitsøy,15-74 år,2000M08,1.6
1144 Kvitsøy,15-74 år,2000M09,1.6
1144 Kvitsøy,15-74 år,2000M10,3.2
1144 Kvitsøy,15-74 år,2000M11,3.5
1144 Kvitsøy,15-74 år,2000M12,4.3
1144 Kvitsøy,15-74 år,2001M01,3.3
1144 Kvitsøy,15-74 år,2001M02,4.4
1144 Kvitsøy,15-74 år,2001M03,3.3
1144 Kvitsøy,15-74 år,2001M04,2.2
1144 Kvitsøy,15-74 år,2001M05,2.9
1144 Kvitsøy,15-74 år,2001M06,2.6
1144 Kvitsøy,15-74 år,2001M07,2.9
1144 Kvitsøy,15-74 år,2001M08,2.6
1144 Kvitsøy,15-74 år,2001M09,2.6
1144 Kvitsøy,15-74 år,2001M10,2.9
1144 Kvitsøy,15-74 år,2001M11,1.8
1144 Kvitsøy,15-74 år,2001M12,1.8
1144 Kvitsøy,15-74 år,2002M01,2.2
1144 Kvitsøy,15-74 år,2002M02,2.6
1144 Kvitsøy,15-74 år,2002M03,2.6
1144 Kvitsøy,15-74 år,2002M04,3.4
1144 Kvitsøy,15-74 år,2002M05,3
1144 Kvitsøy,15-74 år,2002M06,3
1144 Kvitsøy,15-74 år,2002M07,2.2
1144 Kvitsøy,15-74 år,2002M08,3.4
1144 Kvitsøy,15-74 år,2002M09,1.9
1144 Kvitsøy,15-74 år,2002M10,2.2
1144 Kvitsøy,15-74 år,2002M11,1.5
1144 Kvitsøy,15-74 år,2002M12,1.5
1144 Kvitsøy,15-29 år,1999M01,0
1144 Kvitsøy,15-29 år,1999M02,0
1144 Kvitsøy,15-29 år,1999M03,1.5
1144 Kvitsøy,15-29 år,1999M04,0
1144 Kvitsøy,15-29 år,1999M05,0
1144 Kvitsøy,15-29 år,1999M06,1.5
1144 Kvitsøy,15-29 år,1999M07,1.5
1144 Kvitsøy,15-29 år,1999M08,1.5
1144 Kvitsøy,15-29 år,1999M09,1.5
1144 Kvitsøy,15-29 år,1999M10,1.5
1144 Kvitsøy,15-29 år,1999M11,0
1144 Kvitsøy,15-29 år,1999M12,4.6
1144 Kvitsøy,15-29 år,2000M01,1.7
1144 Kvitsøy,15-29 år,2000M02,1.7
1144 Kvitsøy,15-29 år,2000M03,3.4
1144 Kvitsøy,15-29 år,2000M04,3.4
1144 Kvitsøy,15-29 år,2000M05,3.4
1144 Kvitsøy,15-29 år,2000M06,1.7
1144 Kvitsøy,15-29 år,2000M07,0
1144 Kvitsøy,15-29 år,2000M08,0
1144 Kvitsøy,15-29 år,2000M09,0
1144 Kvitsøy,15-29 år,2000M10,0
1144 Kvitsøy,15-29 år,2000M11,1.7
1144 Kvitsøy,15-29 år,2000M12,3.4
1144 Kvitsøy,15-29 år,2001M01,1.5
1144 Kvitsøy,15-29 år,2001M02,2.9
1144 Kvitsøy,15-29 år,2001M03,1.5
1144 Kvitsøy,15-29 år,2001M04,0
1144 Kvitsøy,15-29 år,2001M05,1.5
1144 Kvitsøy,15-29 år,2001M06,1.5
1144 Kvitsøy,15-29 år,2001M07,1.5
1144 Kvitsøy,15-29 år,2001M08,2.9
1144 Kvitsøy,15-29 år,2001M09,1.5
1144 Kvitsøy,15-29 år,2001M10,5.8
1144 Kvitsøy,15-29 år,2001M11,2.9
1144 Kvitsøy,15-29 år,2001M12,1.5
1144 Kvitsøy,15-29 år,2002M01,1.5
1144 Kvitsøy,15-29 år,2002M02,1.5
1144 Kvitsøy,15-29 år,2002M03,1.5
1144 Kvitsøy,15-29 år,2002M04,4.6
1144 Kvitsøy,15-29 år,2002M05,3.1
1144 Kvitsøy,15-29 år,2002M06,3.1
1144 Kvitsøy,15-29 år,2002M07,1.5
1144 Kvitsøy,15-29 år,2002M08,3.1
1144 Kvitsøy,15-29 år,2002M09,0
1144 Kvitsøy,15-29 år,2002M10,0
1144 Kvitsøy,15-29 år,2002M11,1.5
1144 Kvitsøy,15-29 år,2002M12,1.5
1144 Kvitsøy,30-74 år,1999M01,2
1144 Kvitsøy,30-74 år,1999M02,0.5
1144 Kvitsøy,30-74 år,1999M03,1.5
1144 Kvitsøy,30-74 år,1999M04,2
1144 Kvitsøy,30-74 år,1999M05,1
1144 Kvitsøy,30-74 år,1999M06,1
1144 Kvitsøy,30-74 år,1999M07,1
1144 Kvitsøy,30-74 år,1999M08,3
1144 Kvitsøy,30-74 år,1999M09,2.5
1144 Kvitsøy,30-74 år,1999M10,2
1144 Kvitsøy,30-74 år,1999M11,2
1144 Kvitsøy,30-74 år,1999M12,2
1144 Kvitsøy,30-74 år,2000M01,2
1144 Kvitsøy,30-74 år,2000M02,2
1144 Kvitsøy,30-74 år,2000M03,2
1144 Kvitsøy,30-74 år,2000M04,2
1144 Kvitsøy,30-74 år,2000M05,1.5
1144 Kvitsøy,30-74 år,2000M06,2
1144 Kvitsøy,30-74 år,2000M07,1.5
1144 Kvitsøy,30-74 år,2000M08,2
1144 Kvitsøy,30-74 år,2000M09,2
1144 Kvitsøy,30-74 år,2000M10,4.1
1144 Kvitsøy,30-74 år,2000M11,4.1
1144 Kvitsøy,30-74 år,2000M12,4.6
1144 Kvitsøy,30-74 år,2001M01,3.9
1144 Kvitsøy,30-74 år,2001M02,4.9
1144 Kvitsøy,30-74 år,2001M03,3.9
1144 Kvitsøy,30-74 år,2001M04,2.9
1144 Kvitsøy,30-74 år,2001M05,3.4
1144 Kvitsøy,30-74 år,2001M06,2.9
1144 Kvitsøy,30-74 år,2001M07,3.4
1144 Kvitsøy,30-74 år,2001M08,2.4
1144 Kvitsøy,30-74 år,2001M09,2.9
1144 Kvitsøy,30-74 år,2001M10,2
1144 Kvitsøy,30-74 år,2001M11,1.5
1144 Kvitsøy,30-74 år,2001M12,2
1144 Kvitsøy,30-74 år,2002M01,2.5
1144 Kvitsøy,30-74 år,2002M02,3
1144 Kvitsøy,30-74 år,2002M03,3
1144 Kvitsøy,30-74 år,2002M04,3
1144 Kvitsøy,30-74 år,2002M05,3
1144 Kvitsøy,30-74 år,2002M06,3
1144 Kvitsøy,30-74 år,2002M07,2.5
1144 Kvitsøy,30-74 år,2002M08,3.5
1144 Kvitsøy,30-74 år,2002M09,2.5
1144 Kvitsøy,30-74 år,2002M10,3
1144 Kvitsøy,30-74 år,2002M11,1.5
1144 Kvitsøy,30-74 år,2002M12,1.5
1145 Bokn,15-74 år,1999M01,0.2
1145 Bokn,15-74 år,1999M02,0.9
1145 Bokn,15-74 år,1999M03,0.2
1145 Bokn,15-74 år,1999M04,0.9
1145 Bokn,15-74 år,1999M05,0.7
1145 Bokn,15-74 år,1999M06,0.7
1145 Bokn,15-74 år,1999M07,0.9
1145 Bokn,15-74 år,1999M08,1.4
1145 Bokn,15-74 år,1999M09,0.9
1145 Bokn,15-74 år,1999M10,2.4
1145 Bokn,15-74 år,1999M11,1.7
1145 Bokn,15-74 år,1999M12,0.9
1145 Bokn,15-74 år,2000M01,4.4
1145 Bokn,15-74 år,2000M02,2.7
1145 Bokn,15-74 år,2000M03,2.4
1145 Bokn,15-74 år,2000M04,2
1145 Bokn,15-74 år,2000M05,2.7
1145 Bokn,15-74 år,2000M06,2.4
1145 Bokn,15-74 år,2000M07,2
1145 Bokn,15-74 år,2000M08,2.4
1145 Bokn,15-74 år,2000M09,2.4
1145 Bokn,15-74 år,2000M10,2.4
1145 Bokn,15-74 år,2000M11,1.7
1145 Bokn,15-74 år,2000M12,2.2
1145 Bokn,15-74 år,2001M01,2.5
1145 Bokn,15-74 år,2001M02,2.8
1145 Bokn,15-74 år,2001M03,2.5
1145 Bokn,15-74 år,2001M04,2.3
1145 Bokn,15-74 år,2001M05,3
1145 Bokn,15-74 år,2001M06,2.3
1145 Bokn,15-74 år,2001M07,2.5
1145 Bokn,15-74 år,2001M08,2.3
1145 Bokn,15-74 år,2001M09,2
1145 Bokn,15-74 år,2001M10,2
1145 Bokn,15-74 år,2001M11,1.5
1145 Bokn,15-74 år,2001M12,1.8
1145 Bokn,15-74 år,2002M01,2.5
1145 Bokn,15-74 år,2002M02,2.5
1145 Bokn,15-74 år,2002M03,2.3
1145 Bokn,15-74 år,2002M04,1.8
1145 Bokn,15-74 år,2002M05,2.3
1145 Bokn,15-74 år,2002M06,2
1145 Bokn,15-74 år,2002M07,2
1145 Bokn,15-74 år,2002M08,2.5
1145 Bokn,15-74 år,2002M09,1.8
1145 Bokn,15-74 år,2002M10,2.3
1145 Bokn,15-74 år,2002M11,2.3
1145 Bokn,15-74 år,2002M12,2.5
1145 Bokn,15-29 år,1999M01,0
1145 Bokn,15-29 år,1999M02,0.7
1145 Bokn,15-29 år,1999M03,0
1145 Bokn,15-29 år,1999M04,1.5
1145 Bokn,15-29 år,1999M05,1.5
1145 Bokn,15-29 år,1999M06,1.5
1145 Bokn,15-29 år,1999M07,0.7
1145 Bokn,15-29 år,1999M08,0.7
1145 Bokn,15-29 år,1999M09,1.5
1145 Bokn,15-29 år,1999M10,3.6
1145 Bokn,15-29 år,1999M11,2.2
1145 Bokn,15-29 år,1999M12,0.7
1145 Bokn,15-29 år,2000M01,7.5
1145 Bokn,15-29 år,2000M02,4.2
1145 Bokn,15-29 år,2000M03,4.2
1145 Bokn,15-29 år,2000M04,3.3
1145 Bokn,15-29 år,2000M05,5
1145 Bokn,15-29 år,2000M06,4.2
1145 Bokn,15-29 år,2000M07,2.5
1145 Bokn,15-29 år,2000M08,2.5
1145 Bokn,15-29 år,2000M09,1.7
1145 Bokn,15-29 år,2000M10,0.8
1145 Bokn,15-29 år,2000M11,0.8
1145 Bokn,15-29 år,2000M12,1.7
1145 Bokn,15-29 år,2001M01,2.8
1145 Bokn,15-29 år,2001M02,2.8
1145 Bokn,15-29 år,2001M03,1.9
1145 Bokn,15-29 år,2001M04,2.8
1145 Bokn,15-29 år,2001M05,3.7
1145 Bokn,15-29 år,2001M06,2.8
1145 Bokn,15-29 år,2001M07,1.9
1145 Bokn,15-29 år,2001M08,4.6
1145 Bokn,15-29 år,2001M09,3.7
1145 Bokn,15-29 år,2001M10,2.8
1145 Bokn,15-29 år,2001M11,0.9
1145 Bokn,15-29 år,2001M12,0.9
1145 Bokn,15-29 år,2002M01,2.9
1145 Bokn,15-29 år,2002M02,2.9
1145 Bokn,15-29 år,2002M03,1
1145 Bokn,15-29 år,2002M04,1
1145 Bokn,15-29 år,2002M05,1.9
1145 Bokn,15-29 år,2002M06,1
1145 Bokn,15-29 år,2002M07,1.9
1145 Bokn,15-29 år,2002M08,2.9
1145 Bokn,15-29 år,2002M09,0
1145 Bokn,15-29 år,2002M10,2.9
1145 Bokn,15-29 år,2002M11,1.9
1145 Bokn,15-29 år,2002M12,2.9
1145 Bokn,30-74 år,1999M01,0.4
1145 Bokn,30-74 år,1999M02,1.1
1145 Bokn,30-74 år,1999M03,0.4
1145 Bokn,30-74 år,1999M04,0.7
1145 Bokn,30-74 år,1999M05,0.4
1145 Bokn,30-74 år,1999M06,0.4
1145 Bokn,30-74 år,1999M07,1.1
1145 Bokn,30-74 år,1999M08,1.8
1145 Bokn,30-74 år,1999M09,0.7
1145 Bokn,30-74 år,1999M10,1.8
1145 Bokn,30-74 år,1999M11,1.4
1145 Bokn,30-74 år,1999M12,1.1
1145 Bokn,30-74 år,2000M01,3.1
1145 Bokn,30-74 år,2000M02,2.1
1145 Bokn,30-74 år,2000M03,1.7
1145 Bokn,30-74 år,2000M04,1.4
1145 Bokn,30-74 år,2000M05,1.7
1145 Bokn,30-74 år,2000M06,1.7
1145 Bokn,30-74 år,2000M07,1.7
1145 Bokn,30-74 år,2000M08,2.4
1145 Bokn,30-74 år,2000M09,2.8
1145 Bokn,30-74 år,2000M10,3.1
1145 Bokn,30-74 år,2000M11,2.1
1145 Bokn,30-74 år,2000M12,2.4
1145 Bokn,30-74 år,2001M01,2.4
1145 Bokn,30-74 år,2001M02,2.8
1145 Bokn,30-74 år,2001M03,2.8
1145 Bokn,30-74 år,2001M04,2.1
1145 Bokn,30-74 år,2001M05,2.8
1145 Bokn,30-74 år,2001M06,2.1
1145 Bokn,30-74 år,2001M07,2.8
1145 Bokn,30-74 år,2001M08,1.4
1145 Bokn,30-74 år,2001M09,1.4
1145 Bokn,30-74 år,2001M10,1.7
1145 Bokn,30-74 år,2001M11,1.7
1145 Bokn,30-74 år,2001M12,2.1
1145 Bokn,30-74 år,2002M01,2.4
1145 Bokn,30-74 år,2002M02,2.4
1145 Bokn,30-74 år,2002M03,2.7
1145 Bokn,30-74 år,2002M04,2
1145 Bokn,30-74 år,2002M05,2.4
1145 Bokn,30-74 år,2002M06,2.4
1145 Bokn,30-74 år,2002M07,2
1145 Bokn,30-74 år,2002M08,2.4
1145 Bokn,30-74 år,2002M09,2.4
1145 Bokn,30-74 år,2002M10,2
1145 Bokn,30-74 år,2002M11,2.4
1145 Bokn,30-74 år,2002M12,2.4
1146 Tysvær,15-74 år,1999M01,1.5
1146 Tysvær,15-74 år,1999M02,1.5
1146 Tysvær,15-74 år,1999M03,1.3
1146 Tysvær,15-74 år,1999M04,1.3
1146 Tysvær,15-74 år,1999M05,1
1146 Tysvær,15-74 år,1999M06,1.3
1146 Tysvær,15-74 år,1999M07,1.9
1146 Tysvær,15-74 år,1999M08,1.9
1146 Tysvær,15-74 år,1999M09,1.8
1146 Tysvær,15-74 år,1999M10,1.8
1146 Tysvær,15-74 år,1999M11,1.8
1146 Tysvær,15-74 år,1999M12,2.3
1146 Tysvær,15-74 år,2000M01,2.7
1146 Tysvær,15-74 år,2000M02,2.7
1146 Tysvær,15-74 år,2000M03,2.8
1146 Tysvær,15-74 år,2000M04,2.8
1146 Tysvær,15-74 år,2000M05,2.8
1146 Tysvær,15-74 år,2000M06,2.9
1146 Tysvær,15-74 år,2000M07,3.2
1146 Tysvær,15-74 år,2000M08,3.2
1146 Tysvær,15-74 år,2000M09,3
1146 Tysvær,15-74 år,2000M10,3.2
1146 Tysvær,15-74 år,2000M11,2.9
1146 Tysvær,15-74 år,2000M12,3
1146 Tysvær,15-74 år,2001M01,3.7
1146 Tysvær,15-74 år,2001M02,3.5
1146 Tysvær,15-74 år,2001M03,3
1146 Tysvær,15-74 år,2001M04,2.8
1146 Tysvær,15-74 år,2001M05,2.6
1146 Tysvær,15-74 år,2001M06,3
1146 Tysvær,15-74 år,2001M07,2.9
1146 Tysvær,15-74 år,2001M08,2.7
1146 Tysvær,15-74 år,2001M09,2.6
1146 Tysvær,15-74 år,2001M10,2.7
1146 Tysvær,15-74 år,2001M11,2.9
1146 Tysvær,15-74 år,2001M12,3.1
1146 Tysvær,15-74 år,2002M01,3.6
1146 Tysvær,15-74 år,2002M02,3.2
1146 Tysvær,15-74 år,2002M03,3.3
1146 Tysvær,15-74 år,2002M04,2.8
1146 Tysvær,15-74 år,2002M05,2.5
1146 Tysvær,15-74 år,2002M06,2.6
1146 Tysvær,15-74 år,2002M07,3.2
1146 Tysvær,15-74 år,2002M08,2.8
1146 Tysvær,15-74 år,2002M09,2.6
1146 Tysvær,15-74 år,2002M10,2.7
1146 Tysvær,15-74 år,2002M11,2.7
1146 Tysvær,15-74 år,2002M12,2.8
1146 Tysvær,15-29 år,1999M01,2.1
1146 Tysvær,15-29 år,1999M02,2.1
1146 Tysvær,15-29 år,1999M03,1.6
1146 Tysvær,15-29 år,1999M04,1.4
1146 Tysvær,15-29 år,1999M05,1.1
1146 Tysvær,15-29 år,1999M06,1.7
1146 Tysvær,15-29 år,1999M07,2.6
1146 Tysvær,15-29 år,1999M08,2.7
1146 Tysvær,15-29 år,1999M09,2.5
1146 Tysvær,15-29 år,1999M10,2.4
1146 Tysvær,15-29 år,1999M11,2.4
1146 Tysvær,15-29 år,1999M12,2.7
1146 Tysvær,15-29 år,2000M01,3.6
1146 Tysvær,15-29 år,2000M02,3.2
1146 Tysvær,15-29 år,2000M03,3.6
1146 Tysvær,15-29 år,2000M04,4
1146 Tysvær,15-29 år,2000M05,3.9
1146 Tysvær,15-29 år,2000M06,3.8
1146 Tysvær,15-29 år,2000M07,4.7
1146 Tysvær,15-29 år,2000M08,5
1146 Tysvær,15-29 år,2000M09,4.3
1146 Tysvær,15-29 år,2000M10,4.4
1146 Tysvær,15-29 år,2000M11,3.8
1146 Tysvær,15-29 år,2000M12,3.9
1146 Tysvær,15-29 år,2001M01,5.1
1146 Tysvær,15-29 år,2001M02,5
1146 Tysvær,15-29 år,2001M03,3.9
1146 Tysvær,15-29 år,2001M04,3.8
1146 Tysvær,15-29 år,2001M05,3.1
1146 Tysvær,15-29 år,2001M06,4
1146 Tysvær,15-29 år,2001M07,4.3
1146 Tysvær,15-29 år,2001M08,4
1146 Tysvær,15-29 år,2001M09,3.9
1146 Tysvær,15-29 år,2001M10,3.6
1146 Tysvær,15-29 år,2001M11,3.9
1146 Tysvær,15-29 år,2001M12,4.1
1146 Tysvær,15-29 år,2002M01,5.3
1146 Tysvær,15-29 år,2002M02,4.9
1146 Tysvær,15-29 år,2002M03,5.1
1146 Tysvær,15-29 år,2002M04,4.3
1146 Tysvær,15-29 år,2002M05,3.5
1146 Tysvær,15-29 år,2002M06,3.9
1146 Tysvær,15-29 år,2002M07,5
1146 Tysvær,15-29 år,2002M08,4.3
1146 Tysvær,15-29 år,2002M09,3.7
1146 Tysvær,15-29 år,2002M10,4.4
1146 Tysvær,15-29 år,2002M11,3.9
1146 Tysvær,15-29 år,2002M12,3.8
1146 Tysvær,30-74 år,1999M01,1.2
1146 Tysvær,30-74 år,1999M02,1.3
1146 Tysvær,30-74 år,1999M03,1.2
1146 Tysvær,30-74 år,1999M04,1.2
1146 Tysvær,30-74 år,1999M05,1
1146 Tysvær,30-74 år,1999M06,1.1
1146 Tysvær,30-74 år,1999M07,1.7
1146 Tysvær,30-74 år,1999M08,1.6
1146 Tysvær,30-74 år,1999M09,1.5
1146 Tysvær,30-74 år,1999M10,1.6
1146 Tysvær,30-74 år,1999M11,1.6
1146 Tysvær,30-74 år,1999M12,2.1
1146 Tysvær,30-74 år,2000M01,2.4
1146 Tysvær,30-74 år,2000M02,2.4
1146 Tysvær,30-74 år,2000M03,2.4
1146 Tysvær,30-74 år,2000M04,2.4
1146 Tysvær,30-74 år,2000M05,2.4
1146 Tysvær,30-74 år,2000M06,2.6
1146 Tysvær,30-74 år,2000M07,2.7
1146 Tysvær,30-74 år,2000M08,2.5
1146 Tysvær,30-74 år,2000M09,2.5
1146 Tysvær,30-74 år,2000M10,2.7
1146 Tysvær,30-74 år,2000M11,2.5
1146 Tysvær,30-74 år,2000M12,2.6
1146 Tysvær,30-74 år,2001M01,3.2
1146 Tysvær,30-74 år,2001M02,2.9
1146 Tysvær,30-74 år,2001M03,2.7
1146 Tysvær,30-74 år,2001M04,2.4
1146 Tysvær,30-74 år,2001M05,2.4
1146 Tysvær,30-74 år,2001M06,2.6
1146 Tysvær,30-74 år,2001M07,2.4
1146 Tysvær,30-74 år,2001M08,2.3
1146 Tysvær,30-74 år,2001M09,2.1
1146 Tysvær,30-74 år,2001M10,2.3
1146 Tysvær,30-74 år,2001M11,2.5
1146 Tysvær,30-74 år,2001M12,2.7
1146 Tysvær,30-74 år,2002M01,3
1146 Tysvær,30-74 år,2002M02,2.5
1146 Tysvær,30-74 år,2002M03,2.6
1146 Tysvær,30-74 år,2002M04,2.3
1146 Tysvær,30-74 år,2002M05,2.1
1146 Tysvær,30-74 år,2002M06,2.1
1146 Tysvær,30-74 år,2002M07,2.6
1146 Tysvær,30-74 år,2002M08,2.3
1146 Tysvær,30-74 år,2002M09,2.2
1146 Tysvær,30-74 år,2002M10,2.1
1146 Tysvær,30-74 år,2002M11,2.3
1146 Tysvær,30-74 år,2002M12,2.4
1149 Karmøy,15-74 år,1999M01,2.7
1149 Karmøy,15-74 år,1999M02,2.5
1149 Karmøy,15-74 år,1999M03,2.5
1149 Karmøy,15-74 år,1999M04,2.4
1149 Karmøy,15-74 år,1999M05,2
1149 Karmøy,15-74 år,1999M06,2.4
1149 Karmøy,15-74 år,1999M07,3
1149 Karmøy,15-74 år,1999M08,3.2
1149 Karmøy,15-74 år,1999M09,3.4
1149 Karmøy,15-74 år,1999M10,3.4
1149 Karmøy,15-74 år,1999M11,3.4
1149 Karmøy,15-74 år,1999M12,3.6
1149 Karmøy,15-74 år,2000M01,4.3
1149 Karmøy,15-74 år,2000M02,4.1
1149 Karmøy,15-74 år,2000M03,4
1149 Karmøy,15-74 år,2000M04,3.5
1149 Karmøy,15-74 år,2000M05,3.6
1149 Karmøy,15-74 år,2000M06,3.5
1149 Karmøy,15-74 år,2000M07,4.1
1149 Karmøy,15-74 år,2000M08,3.8
1149 Karmøy,15-74 år,2000M09,4.1
1149 Karmøy,15-74 år,2000M10,4.3
1149 Karmøy,15-74 år,2000M11,4.5
1149 Karmøy,15-74 år,2000M12,4.4
1149 Karmøy,15-74 år,2001M01,4.9
1149 Karmøy,15-74 år,2001M02,4.5
